title,publisher,aggregationType,subject_area_abbrevs,subject_area_names,SNIP,SJR,citeScoreTracker_2024,citeScoreCurrentMetric_2023,publicationCount_2022,citeCountSCE_2022,zeroCitesSCE_2022,revPercent_2022,publicationCount_2023,citeCountSCE_2023,zeroCitesSCE_2023,revPercent_2023,publicationCount_2024,citeCountSCE_2024,zeroCitesSCE_2024,revPercent_2024
Phuket Marine Biological Center Research Bulletin,Phuket Marine Biological Center,journal,AGRI;EART,Aquatic Science;Oceanography,0.178,0.171,0.8,0.6,2,45,0,0.0,6,36,5,0.0,0,25,0,0.0
Phycologia,Taylor and Francis Ltd.,journal,AGRI,Aquatic Science;Plant Science,0.715,0.431,2.8,3.1,62,2866,9,0.0,54,2748,17,1.85,42,2319,29,2.38
Phycological Research,John Wiley and Sons Inc,journal,AGRI;BIOC,"Aquatic Science;Plant Science;Agricultural and Biological Sciences (miscellaneous);Ecology, Evolution, Behavior and Systematics;Physiology",0.711,0.417,3.0,3.6,22,1114,2,4.55,21,1029,8,0.0,27,858,23,0.0
Phyllomedusa,ESALQ Universidade de Sao Paolo,journal,AGRI,Animal Science and Zoology,0.436,0.292,1.2,1.0,23,221,11,0.0,22,246,15,0.0,9,217,8,0.0
Physics of Life Reviews,Elsevier B.V.,journal,PHYS;AGRI;COMP,Agricultural and Biological Sciences (all);Physics and Astronomy (all);Artificial Intelligence,2.312,1.720,17.4,20.3,51,2205,25,29.41,192,2199,138,7.81,127,2227,106,21.26
Physiologia Plantarum,Wiley-Blackwell Publishing Ltd,journal,AGRI;BIOC,Genetics;Physiology;Cell Biology;Plant Science,1.269,1.270,9.9,11.0,253,23554,13,1.19,278,23420,51,0.36,458,19545,315,5.02
Physiological Entomology,Wiley-Blackwell Publishing Ltd,journal,AGRI;BIOC,"Physiology;Insect Science;Ecology, Evolution, Behavior and Systematics",0.687,0.494,2.9,2.8,23,2328,2,8.7,19,2301,6,10.53,47,1881,43,8.51
Physiological and Biochemical Zoology,University of Chicago Press,journal,AGRI;BIOC,Physiology;Animal Science and Zoology;Biochemistry,0.598,0.600,3.6,3.2,42,4156,4,0.0,40,3746,11,0.0,0,3279,0,0.0
Physiological and Molecular Plant Pathology,Academic Press,journal,AGRI;BIOC,Genetics;Plant Science,0.727,0.572,4.5,4.3,132,4804,7,6.82,185,4896,36,16.76,215,4575,160,9.3
Physiology and Molecular Biology of Plants,Springer,journal,AGRI;BIOC,Physiology;Molecular Biology;Plant Science,0.996,0.748,6.4,7.1,142,4911,9,9.15,140,5568,35,11.43,114,5131,79,18.42
PhytoKeys,Pensoft Publishers,journal,AGRI,"Agricultural and Biological Sciences (miscellaneous);Plant Science;Ecology, Evolution, Behavior and Systematics",0.93,0.532,2.3,2.6,219,1352,51,0.0,177,1550,93,0.0,146,1300,120,0.0
Phytobiomes Journal,American Phytopathological Society,journal,BIOC;AGRI;ENVI,"Agronomy and Crop Science;Plant Science;Molecular Biology;Ecology, Evolution, Behavior and Systematics;Ecology",0.822,0.782,6.4,7.4,35,796,3,11.43,40,787,6,7.5,33,763,22,3.03
Phytochemical Analysis,John Wiley and Sons Ltd,journal,PHAR;MEDI;BIOC;CHEM;AGRI,Complementary and Alternative Medicine;Analytical Chemistry;Food Science;Plant Science;Molecular Medicine;Biochemistry;Drug Discovery,0.873,0.508,5.0,6.0,103,4421,3,2.91,85,4360,15,7.06,177,3754,108,3.39
Phytochemistry,Elsevier Ltd,journal,AGRI;BIOC,Molecular Biology;Horticulture;Biochemistry;Plant Science,1.146,0.667,6.4,6.4,386,40433,13,9.84,324,38384,36,4.63,255,32079,147,6.67
Phytochemistry Letters,Elsevier Ltd,journal,AGRI;BIOC,Biotechnology;Agronomy and Crop Science;Biochemistry;Plant Science,0.614,0.316,2.7,3.0,178,4630,25,2.25,167,4428,44,2.4,146,3809,109,2.05
Phytochemistry Reviews,Springer Science and Business Media B.V.,journal,AGRI;BIOC,Biotechnology;Plant Science,2.409,1.269,16.6,16.3,67,6306,5,94.03,68,6631,5,95.59,139,6276,81,17.99
Phytocoenologia,Schweizerbart Science Publishers,journal,AGRI,Plant Science,0.581,0.234,1.7,2.6,11,653,2,0.0,6,527,3,0.0,6,394,5,0.0
Phyton-International Journal of Experimental Botany,Tech Science Press,journal,AGRI;BIOC,Physiology;Biochemistry;Plant Science,0.405,0.301,2.4,2.4,177,758,39,10.73,195,997,78,8.21,141,952,122,12.77
Phytoparasitica,Springer Science and Business Media B.V.,journal,AGRI,Insect Science;Plant Science,0.916,0.440,2.9,2.9,90,2533,14,2.22,88,2487,29,6.82,90,2126,78,2.22
Phytopathogenic Mollicutes,Technology Society of Basic and Applied Sciences,journal,BIOC;AGRI;MEDI;IMMU,"Microbiology (medical);Infectious Diseases;Cell Biology;Parasitology;Ecology, Evolution, Behavior and Systematics",0.321,0.131,0.4,0.7,30,79,22,0.0,87,115,73,1.15,7,70,6,28.57
Phytopathologia Mediterranea,Firenze University Press,journal,AGRI,Agronomy and Crop Science;Horticulture;Plant Science,0.93,0.610,3.4,4.4,40,2176,6,0.0,33,1775,10,3.03,25,1619,23,0.0
Phytopathology,American Phytopathological Society,journal,AGRI,Agronomy and Crop Science;Plant Science,1.056,0.783,5.6,5.9,261,15947,16,3.07,212,15037,40,13.68,219,13357,145,6.85
Phytopathology Research,BioMed Central Ltd,journal,AGRI;BIOC,"Genetics;Physiology;Biochemistry, Genetics and Molecular Biology (miscellaneous);Plant Science",0.842,0.682,3.8,3.3,48,189,3,16.67,63,304,12,11.11,56,441,43,12.5
Phytotaxa,Magnolia Press,journal,AGRI,"Plant Science;Ecology, Evolution, Behavior and Systematics",0.673,0.402,1.8,1.9,979,7085,456,0.2,900,6657,605,0.22,793,5364,731,0.0
Pirineos,CSIC Consejo Superior de Investigaciones Cientificas,journal,EART;AGRI;SOCI;ENVI,"Nature and Landscape Conservation;Geography, Planning and Development;Environmental Science (miscellaneous);Earth and Planetary Sciences (miscellaneous);Ecology, Evolution, Behavior and Systematics;Ecology",0.33,0.229,1.3,1.2,8,129,3,12.5,8,122,6,0.0,0,104,0,0.0
Plankton and Benthos Research,Plankton Society of Japan,journal,ENVI;AGRI;EART,"Aquatic Science;Oceanography;Ecology;Ecology, Evolution, Behavior and Systematics",0.536,0.283,1.4,1.3,41,386,11,0.0,28,416,18,0.0,16,386,14,0.0
Plant Biology,Wiley-Blackwell,journal,AGRI,"Plant Science;Ecology, Evolution, Behavior and Systematics",1.014,0.916,8.7,8.2,129,8380,5,13.95,113,8327,19,10.62,137,7204,96,7.3
Plant Biosystems,Taylor and Francis Ltd.,journal,AGRI,"Plant Science;Ecology, Evolution, Behavior and Systematics",0.764,0.452,4.3,4.6,138,3566,15,1.45,115,3544,37,3.48,105,2795,78,3.81
Plant Biotechnology,Japanese Society for Plant Cell and Molecular Biology,journal,AGRI;BIOC,Biotechnology;Agronomy and Crop Science;Plant Science,0.602,0.505,2.6,2.9,56,1621,15,3.57,44,1671,27,11.36,37,1351,35,21.62
Plant Biotechnology Journal,Wiley-Blackwell Publishing Ltd,journal,AGRI;BIOC,Biotechnology;Agronomy and Crop Science;Plant Science,2.228,2.998,16.4,20.5,210,21881,4,6.19,233,22073,8,5.15,316,19085,126,5.7
Plant Biotechnology Reports,Springer,journal,AGRI;BIOC,Biotechnology;Plant Science,0.544,0.470,3.2,4.1,69,1710,7,10.14,76,1643,31,10.53,67,1497,49,11.94
Plant Breeding,Wiley-Blackwell Publishing Ltd,journal,AGRI;BIOC,Genetics;Agronomy and Crop Science;Plant Science,0.684,0.519,3.6,4.4,71,6060,6,1.41,70,5158,28,17.14,89,4074,72,14.61
Plant Breeding Reviews,John Wiley & Sons Inc.,bookseries,AGRI;BIOC,Genetics;Agronomy and Crop Science;Plant Science,3.255,0.618,4.5,2.6,18,200,6,5.56,0,189,0,0.0,0,164,0,0.0
Plant Breeding and Biotechnology,Korean Society of Breeding Science,journal,AGRI;BIOC,Biotechnology;Plant Science,0.493,0.294,1.8,2.3,26,189,8,0.0,25,217,12,16.0,9,201,8,0.0
Plant Cell,American Society of Plant Biologists,journal,AGRI,Plant Science,2.171,3.616,14.6,16.9,379,73322,87,9.76,322,67662,98,6.83,324,57358,158,10.49
Plant Cell Reports,Springer Science and Business Media Deutschland GmbH,journal,AGRI,Agronomy and Crop Science;Plant Science,1.345,1.319,9.1,10.8,161,15508,4,18.63,149,15131,20,10.07,271,13003,168,9.23
"Plant Cell, Tissue and Organ Culture",Springer Science and Business Media B.V.,journal,AGRI,Horticulture,0.886,0.575,4.5,5.4,229,11077,12,6.99,232,10390,49,6.47,275,8416,200,6.55
Plant Communications,Cell Press,journal,AGRI;BIOC,Biotechnology;Plant Science;Molecular Biology;Cell Biology;Biochemistry,2.097,3.123,13.9,15.7,78,1522,2,30.77,144,2447,3,15.28,219,3672,72,9.59
Plant Direct,John Wiley & Sons Inc.,journal,BIOC;AGRI;ENVI,"Biochemistry, Genetics and Molecular Biology (miscellaneous);Ecology;Plant Science;Ecology, Evolution, Behavior and Systematics",0.871,0.830,3.9,5.0,104,1280,12,0.0,82,1492,23,0.0,70,1462,57,2.86
Plant Disease,American Phytopathological Society,journal,AGRI,Agronomy and Crop Science;Plant Science,1.143,0.703,4.9,5.1,909,22239,125,0.22,1299,23337,454,0.08,803,20223,590,0.0
Plant Diversity,KeAi Publishing Communications Ltd.,journal,AGRI,"Plant Science;Ecology, Evolution, Behavior and Systematics",1.83,1.167,8.2,8.3,61,1352,2,3.28,82,1653,10,4.88,97,1804,52,3.09
Plant Ecology,Springer Science and Business Media B.V.,journal,AGRI;ENVI,Ecology;Plant Science,0.766,0.597,3.4,3.4,89,8998,8,1.12,90,8581,37,2.22,107,7147,84,2.8
Plant Ecology and Diversity,Routledge,journal,AGRI;ENVI,"Ecology;Plant Science;Ecology, Evolution, Behavior and Systematics",0.654,0.612,3.3,3.3,26,1200,9,0.0,16,1244,10,0.0,9,1074,7,0.0
Plant Ecology and Evolution,Societe Royale de Botanique de Belgique,journal,AGRI,Plant Science,0.686,0.383,2.1,2.2,29,626,6,0.0,26,589,9,0.0,27,501,24,0.0
Plant Foods for Human Nutrition,Springer,journal,AGRI;CHEM,Chemistry (miscellaneous);Food Science,0.89,0.654,5.5,6.8,79,6243,3,15.19,105,6464,16,10.48,118,5470,66,9.32
Plant Gene,Elsevier B.V.,journal,AGRI;BIOC,Genetics;Biotechnology;Biochemistry;Plant Science,0.569,0.441,5.3,4.5,42,1069,8,7.14,46,1193,20,4.35,34,1082,24,11.76
Plant Genetic Resources: Characterisation and Utilisation,Cambridge University Press,journal,AGRI;BIOC,Genetics;Agronomy and Crop Science;Plant Science,0.655,0.333,2.2,2.8,13,1367,0,0.0,78,1331,46,0.0,63,1077,58,0.0
Plant Genome,John Wiley & Sons Inc.,journal,AGRI;BIOC,Genetics;Agronomy and Crop Science;Plant Science,0.873,0.883,7.4,6.0,98,3486,10,1.02,111,3250,17,9.01,133,3020,73,6.02
Plant Growth Regulation,Springer Science and Business Media B.V.,journal,AGRI;BIOC,Physiology;Agronomy and Crop Science;Plant Science,0.896,0.735,6.4,6.9,129,9459,8,10.85,159,9460,26,18.24,192,7875,111,13.02
Plant Health Progress,Plant Management Network,journal,AGRI,Horticulture;Plant Science,0.934,0.587,2.8,3.0,76,635,18,0.0,84,829,31,0.0,52,705,40,0.0
Plant Journal,Wiley-Blackwell Publishing Ltd,journal,AGRI;BIOC,Genetics;Cell Biology;Plant Science,1.65,2.176,11.4,13.1,459,65995,28,2.18,427,61718,58,2.58,597,53325,336,4.02
Plant Methods,BioMed Central Ltd,journal,AGRI;BIOC,Genetics;Biotechnology;Plant Science,1.401,0.956,7.9,9.2,143,7215,10,4.2,148,7574,25,5.41,162,7124,113,1.85
Plant Molecular Biology,Springer Science and Business Media B.V.,journal,AGRI;BIOC,Genetics;Agronomy and Crop Science;Plant Science,1.115,1.151,8.0,9.7,127,21154,4,18.11,87,19247,15,10.34,117,15364,82,10.26
Plant Molecular Biology Reporter,Springer,journal,AGRI;BIOC,Molecular Biology;Plant Science,0.487,0.425,3.7,4.2,50,4226,10,6.0,53,3942,17,11.32,108,3152,90,13.89
Plant Nano Biology,Elsevier B.V.,journal,AGRI,Agronomy and Crop Science;Plant Science,0.594,0.639,6.3,2.8,19,9,1,36.84,33,126,2,39.39,45,422,28,42.22
Plant OMICS,Southern Cross Publishing and Printing Pty Ltd,journal,AGRI,Agronomy and Crop Science;Plant Science,0.219,0.157,0.8,1.3,6,641,3,0.0,0,530,0,0.0,3,436,3,0.0
Plant Pathology,Wiley-Blackwell Publishing Ltd,journal,AGRI;BIOC,Genetics;Agronomy and Crop Science;Horticulture;Plant Science,1.087,0.660,5.0,5.6,163,10127,12,10.43,145,9967,32,8.28,221,8755,156,15.38
Plant Pathology Journal,Korean Society of Plant Pathology,journal,AGRI,Agronomy and Crop Science,0.989,0.585,3.9,4.9,70,2520,11,4.29,56,2693,16,8.93,50,2231,36,6.0
Plant Pest Research,University of Guilan,journal,AGRI,Agricultural and Biological Sciences (miscellaneous);Agronomy and Crop Science;Insect Science;Plant Science,0.234,0.136,0.4,0.3,28,15,20,0.0,28,24,25,0.0,21,18,20,0.0
Plant Phenome Journal,John Wiley and Sons Ltd,journal,AGRI,Agronomy and Crop Science;Plant Science,0.919,0.610,4.4,5.2,28,149,3,7.14,27,271,7,0.0,25,311,17,8.0
Plant Phenomics,American Association for the Advancement of Science,journal,AGRI,Agronomy and Crop Science,1.671,1.359,7.4,8.6,30,703,1,3.33,97,941,13,4.12,78,1275,50,6.41
Plant Physiology,American Society of Plant Biologists,journal,AGRI;BIOC,Genetics;Physiology;Plant Science,1.617,2.101,10.8,12.2,609,104484,66,1.64,630,97411,98,0.79,600,81731,283,3.33
Plant Physiology Reports,Springer,journal,AGRI;BIOC,"Genetics;Plant Science;Cell Biology;Ecology, Evolution, Behavior and Systematics;Physiology",0.492,0.368,3.1,3.2,72,1159,15,12.5,56,1266,21,7.14,55,1168,35,9.09
Plant Physiology and Biochemistry,Elsevier Masson s.r.l.,journal,AGRI;BIOC,Genetics;Physiology;Plant Science,1.451,1.252,9.0,11.1,378,31674,10,8.47,686,34382,44,8.45,922,31540,521,12.04
Plant Production Science,Taylor and Francis Ltd.,journal,AGRI,Agronomy and Crop Science,1.031,0.578,4.1,5.1,45,2780,9,0.0,37,2526,15,2.7,30,1993,25,3.33
Plant Protection,EScience Press,journal,AGRI,Plant Science,0.408,0.252,1.4,1.0,32,46,6,3.13,59,99,27,3.39,52,136,45,11.54
Plant Protection Bulletin (Turkey),Plant Protection Central Research Institute,journal,BIOC;AGRI;PHAR;ENVI,"Insect Science;Environmental Science (miscellaneous);Health, Toxicology and Mutagenesis;Agricultural and Biological Sciences (miscellaneous);Molecular Biology;Toxicology",0.612,0.133,0.8,0.9,20,5,10,0.0,20,10,19,0.0,12,6,12,0.0
Plant Protection Science,Czech Academy of Agricultural Sciences,journal,AGRI,Agronomy and Crop Science;Soil Science,0.735,0.374,2.8,2.9,34,813,3,14.71,35,843,19,5.71,31,693,27,9.68
Plant Reproduction,Springer Science and Business Media Deutschland GmbH,journal,AGRI;BIOC,Cell Biology;Plant Science,0.858,0.907,5.2,6.3,19,1838,3,5.26,26,1801,3,15.38,38,1426,24,13.16
Plant Root,Japanese Society for Root Research,journal,AGRI;BIOC,"Biochemistry, Genetics and Molecular Biology (all);Agronomy and Crop Science;Plant Science",0.281,0.364,1.0,1.5,3,94,2,0.0,7,74,6,0.0,3,60,3,0.0
Plant Science,Elsevier Ireland Ltd,journal,AGRI;BIOC,Genetics;Agronomy and Crop Science;Plant Science,1.192,1.133,8.0,9.1,319,27594,6,7.21,301,26921,33,11.63,287,22975,161,19.86
Plant Science Today,Horizon e-Publishing Group,journal,BIOC;AGRI;ENVI,"Biochemistry, Genetics and Molecular Biology (miscellaneous);Ecology;Plant Science;Ecology, Evolution, Behavior and Systematics",0.417,0.213,1.4,1.5,167,468,65,10.78,207,671,101,26.09,297,744,255,12.79
Plant Signaling and Behavior,Landes Bioscience,journal,AGRI,Plant Science,0.714,0.725,6.1,6.0,125,12392,9,9.6,116,12484,24,12.93,88,10525,64,13.64
Plant Sociology,Societa Italiana di Scienza della Vegetazione,journal,AGRI;ENVI,"Forestry;Ecology;Plant Science;Ecology, Evolution, Behavior and Systematics",0.863,0.552,3.8,4.4,13,283,3,0.0,14,314,5,0.0,7,194,5,0.0
Plant Species Biology,Wiley-Blackwell Publishing Ltd,journal,AGRI;ENVI,"Ecology;Plant Science;Ecology, Evolution, Behavior and Systematics",0.76,0.438,2.6,2.7,33,912,7,3.03,27,871,15,7.41,44,798,40,0.0
Plant Stress,Elsevier B.V.,journal,AGRI,"Plant Science;Ecology, Evolution, Behavior and Systematics",1.745,1.112,5.9,5.2,75,334,2,21.33,166,1018,22,29.52,342,2240,176,16.37
Plant Systematics and Evolution,Springer,journal,AGRI,"Ecology, Evolution, Behavior and Systematics;Plant Science",0.885,0.513,2.8,3.6,44,5909,5,2.27,44,5339,13,4.55,41,4374,34,4.88
Plant and Cell Physiology,Oxford University Press,journal,AGRI;BIOC,Physiology;Cell Biology;Plant Science,1.013,1.375,7.6,8.4,177,25570,28,11.86,148,23488,34,10.81,123,20109,57,10.57
Plant and Fungal Systematics,"W. Szafer Institute of Botany, Polish Academy of Sciences",journal,AGRI,Plant Science,0.586,0.390,1.1,2.4,9,376,3,0.0,15,349,10,0.0,10,222,8,0.0
Plant and Soil,Springer Science and Business Media Deutschland GmbH,journal,AGRI,Soil Science;Plant Science,1.184,1.135,8.4,8.2,494,53401,25,5.47,554,51750,75,5.23,828,44948,459,4.23
"Plant, Cell and Environment",Wiley-Blackwell Publishing Ltd,journal,AGRI;BIOC,Physiology;Plant Science,1.697,2.030,12.1,13.3,233,36584,6,9.87,245,35520,11,11.02,483,29966,291,9.52
"Plant, Soil and Environment",Czech Academy of Agricultural Sciences,journal,AGRI,Soil Science,0.843,0.536,4.0,4.8,63,3936,4,1.59,63,4003,29,4.76,56,3113,40,3.57
Plant-Environment Interactions,John Wiley and Sons Inc,journal,AGRI,"Plant Science;Ecology, Evolution, Behavior and Systematics",0.518,0.527,2.5,2.7,23,75,2,4.35,25,124,9,8.0,36,180,31,8.33
Planta,Springer Science and Business Media Deutschland GmbH,journal,AGRI;BIOC,Genetics;Plant Science,1.041,0.944,6.3,7.2,248,28481,17,19.76,240,27302,36,21.25,280,22680,186,22.14
Plants,Multidisciplinary Digital Publishing Institute (MDPI),journal,AGRI;ENVI,"Ecology;Plant Science;Ecology, Evolution, Behavior and Systematics",1.189,0.795,7.0,6.5,3578,30206,161,12.07,4188,46569,678,11.8,2945,56958,2056,10.02
Plants People Planet,Wiley-Blackwell Publishing Ltd,journal,AGRI,"Horticulture;Ecology, Evolution, Behavior and Systematics;Plant Science;Forestry",1.826,1.205,6.3,9.9,63,1105,2,7.94,101,1433,14,10.89,161,1622,94,13.66
Polar Biology,Springer Science and Business Media Deutschland GmbH,journal,AGRI,Agricultural and Biological Sciences (all),0.614,0.566,3.0,3.6,136,7449,15,2.94,99,6663,38,5.05,117,5488,96,5.13
Polar Geography,Taylor and Francis Ltd.,journal,AGRI;SOCI;EART,"Agricultural and Biological Sciences (all);Earth and Planetary Sciences (all);Geography, Planning and Development",0.761,0.652,4.8,5.3,16,769,5,6.25,14,613,10,0.0,19,573,18,15.79
Polar Science,Elsevier B.V.,journal,ENVI;AGRI;EART,"Earth and Planetary Sciences (all);Aquatic Science;Ecology;Ecology, Evolution, Behavior and Systematics",0.699,0.487,4.4,3.9,53,1312,8,1.89,52,1341,13,7.69,71,1268,55,5.63
Polish Journal of Ecology,Polish Academy of Sciences,journal,AGRI;ENVI,"Ecology;Ecology, Evolution, Behavior and Systematics",0.39,0.247,0.9,1.1,1,783,1,0.0,13,742,8,0.0,5,664,4,0.0
Polish Journal of Entomology,Index Copernicus International,journal,AGRI,"Insect Science;Ecology, Evolution, Behavior and Systematics",0.235,0.155,1.4,0.9,16,48,10,0.0,5,72,4,0.0,4,63,4,0.0
Polish Journal of Food and Nutrition Sciences,Polish Academy Sciences. Institute of Animal Reproduction and Food Research,journal,NURS;AGRI,Nutrition and Dietetics;Food Science,0.66,0.450,3.8,4.3,35,1277,3,5.71,36,1325,8,2.78,27,1099,23,7.41
Polish Journal of Natural Sciences,De Gruyter Open Ltd.,journal,AGRI;ENVI,Agricultural and Biological Sciences (all);Ecology,0.131,0.130,0.7,0.6,27,177,23,3.7,20,219,18,0.0,0,185,0,0.0
Polish Journal of Soil Science,Committee of Soil Science and Agricultural Chemistry,journal,EART;AGRI;ENVI,Ecology;Earth-Surface Processes;Soil Science,0.463,0.181,1.5,1.0,8,138,4,0.0,2,148,1,0.0,0,115,0,0.0
Polish Polar Research,"Polish Academy of Sciences, Committee on Polar Research",journal,AGRI;ENVI,"Ecology;Ecology, Evolution, Behavior and Systematics",0.448,0.227,1.7,2.0,16,636,3,0.0,18,540,9,0.0,14,407,13,0.0
Poljoprivreda,Faculty of Agriculture in Osijek,journal,AGRI,Agronomy and Crop Science,0.284,0.176,1.0,1.0,23,185,11,4.35,19,166,11,10.53,14,194,14,0.0
Population Ecology,Springer Japan,journal,AGRI,"Ecology, Evolution, Behavior and Systematics",0.778,0.580,2.9,3.9,31,2021,9,6.45,23,1909,13,8.7,34,1656,29,5.88
Porcine Health Management,BioMed Central Ltd,journal,VETE;AGRI,Animal Science and Zoology;Food Animals,1.166,0.686,5.4,5.4,52,942,5,5.77,55,1057,12,7.27,44,973,34,2.27
Postharvest Biology and Technology,Elsevier B.V.,journal,AGRI,Agronomy and Crop Science;Horticulture;Food Science,1.868,1.300,10.5,12.0,296,23965,3,1.69,389,23587,20,2.83,509,22808,230,6.48
Potato Journal,The Indian Potato Association,journal,AGRI,Agronomy and Crop Science,0.272,0.195,0.5,0.3,22,158,12,0.0,24,139,21,0.0,13,149,13,7.69
Potato Research,Springer Science and Business Media B.V.,journal,AGRI,Agronomy and Crop Science;Food Science,1.449,0.560,4.8,5.5,57,1974,3,12.28,60,1844,11,13.33,190,1783,125,3.16
Potravinarstvo Slovak Journal of Food Sciences,HACCP Consulting,journal,AGRI,Food Science,0.453,0.232,2.2,2.5,61,737,31,0.0,70,785,48,2.86,34,607,28,5.88
Poultry Science,Elsevier Inc.,journal,AGRI,Animal Science and Zoology,1.411,1.080,6.3,7.6,684,36383,44,3.07,927,35630,149,2.8,1242,30271,839,2.33
Poultry Science Journal,Gorgan University of Agricultural Sciences and Natural Resources,journal,VETE;AGRI,Animal Science and Zoology;Food Animals,0.417,0.237,0.9,1.2,24,103,8,4.17,24,145,16,12.5,24,122,23,4.17
Povolzhskii Ekologicheskii Zhurnal,KMK Scientific Press Ltd.,journal,AGRI;ENVI,"Ecology;Ecology, Evolution, Behavior and Systematics",0.559,0.218,0.8,0.8,32,32,14,0.0,30,43,25,6.67,24,27,24,4.17
Precision Agriculture,Springer,journal,AGRI,Agricultural and Biological Sciences (all),1.902,1.192,11.5,12.3,112,5437,4,4.46,116,5933,11,4.31,136,5696,63,4.41
Preslia,Czech Botanical Society,journal,AGRI;ENVI,Ecology;Plant Science,1.454,0.929,6.8,5.2,16,1142,2,6.25,14,1166,4,0.0,6,882,5,0.0
Preventive Nutrition and Food Science,Korean Society of Food Science and Nutrition,journal,NURS;AGRI,Nutrition and Dietetics;Food Science,0.564,0.420,3.2,3.4,51,1644,7,17.65,55,1586,14,16.36,39,1520,31,17.95
Preventive Veterinary Medicine,Elsevier B.V.,journal,VETE;AGRI,Animal Science and Zoology;Food Animals,1.056,0.706,4.3,5.6,182,9933,16,3.3,196,9548,56,4.59,180,7881,129,2.78
Primate Biology,Copernicus Publications,journal,AGRI,Animal Science and Zoology,1.445,0.510,1.6,1.9,6,66,3,0.0,3,66,3,0.0,4,45,3,0.0
Primate Conservation,IUCN/SSC Primate Specialist Group,journal,AGRI;ENVI,"Animal Science and Zoology;Nature and Landscape Conservation;Ecology, Evolution, Behavior and Systematics",0.546,0.421,2.0,1.7,19,191,7,0.0,7,158,7,0.0,5,154,5,0.0
Primates,Springer,journal,AGRI,Animal Science and Zoology,0.55,0.449,2.6,3.1,69,2645,27,8.7,70,2434,33,5.71,63,2031,54,1.59
Problems of Cryobiology and Cryomedicine,National Academy of Sciences of Ukraine,journal,MEDI;BIOC;AGRI,"Agricultural and Biological Sciences (miscellaneous);Biochemistry, Genetics and Molecular Biology (miscellaneous);Medicine (miscellaneous)",0.178,0.144,0.6,0.6,28,31,20,7.14,23,79,21,13.04,5,31,5,20.0
Proceedings of the Entomological Society of Washington,Entomological Society of Washington,journal,AGRI,"Insect Science;Ecology, Evolution, Behavior and Systematics",0.301,0.255,0.8,0.9,76,636,49,1.32,33,686,27,0.0,51,567,49,0.0
Proceedings of the Institution of Civil Engineers: Ground Improvement,ICE Publishing,journal,ENGI;AGRI;EART,Mechanics of Materials;Geotechnical Engineering and Engineering Geology;Building and Construction;Soil Science,0.571,0.307,3.6,3.1,42,1069,10,0.0,29,1074,12,0.0,19,1029,14,5.26
Proceedings of the Japan Academy Series B: Physical and Biological Sciences,Japan Academy,journal,PHYS;AGRI,Agricultural and Biological Sciences (all);Physics and Astronomy (all),1.348,0.898,5.7,6.6,27,2833,2,7.41,27,2749,9,74.07,31,2376,23,38.71
Proceedings of the National Academy of Sciences India Section B - Biological Sciences,Springer,journal,AGRI;ENVI,Agricultural and Biological Sciences (all);Environmental Science (all),0.5,0.312,2.0,3.2,100,1905,28,13.0,100,1978,38,9.0,165,1774,132,12.73
Proceedings of the Pakistan Academy of Sciences: Part B,Pakistan Academy of Sciences,journal,ENVI;AGRI;BIOC,"Agricultural and Biological Sciences (all);Biochemistry, Genetics and Molecular Biology (all);Environmental Science (all)",0.218,0.162,0.8,0.6,46,143,26,8.7,74,174,46,13.51,23,189,23,8.7
Proceedings of the Royal Society B: Biological Sciences,Royal Society Publishing,journal,ENVI;BIOC;MEDI;AGRI;IMMU,"Biochemistry, Genetics and Molecular Biology (all);Medicine (all);Agricultural and Biological Sciences (all);Environmental Science (all);Immunology and Microbiology (all)",1.426,1.692,6.4,7.9,574,65641,43,2.79,573,61780,104,2.97,470,52253,333,4.04
Proceedings of the Zoological Institute of the Russian Academy of Sciences,"Russian Academy of Sciences, Zoological Institute",journal,AGRI,"Aquatic Science;Animal Science and Zoology;Insect Science;Ecology, Evolution, Behavior and Systematics",0.577,0.249,0.6,1.1,27,76,15,3.7,47,65,37,0.0,35,54,34,0.0
Proceedings of the Zoological Society,Springer India,journal,AGRI;BIOC;IMMU,"Aquatic Science;Insect Science;Genetics;Immunology;Endocrinology;Animal Science and Zoology;Cell Biology;Ecology, Evolution, Behavior and Systematics",0.445,0.237,2.0,1.6,55,360,21,9.09,43,426,27,11.63,44,423,39,11.36
"Proceedings on Applied Botany, Genetics and Breeding",N.I. Vavilov All-Russian Institute of Plant Genetic Resources,journal,AGRI;BIOC,"Biotechnology;Genetics;Plant Science;Molecular Biology;Biochemistry;Ecology, Evolution, Behavior and Systematics;Physiology",0.515,0.176,0.5,0.7,82,63,53,2.44,93,108,76,4.3,41,80,40,7.32
Progress in Agricultural Engineering Sciences,Akademiai Kiado,journal,ENGI;AGRI;ENVI,Industrial and Manufacturing Engineering;Mechanical Engineering;Agricultural and Biological Sciences (all);Agricultural and Biological Sciences (miscellaneous);Environmental Engineering,0.497,0.258,3.0,1.8,6,79,2,0.0,21,127,17,4.76,11,133,10,9.09
Progress in Nutrition,Mattioli 1885,journal,NURS;AGRI,Nutrition and Dietetics;Food Science,0.196,0.197,1.2,1.4,141,760,97,6.38,49,888,39,8.16,17,749,17,0.0
