title,Author_count,Open_access,Unique_affiliations_count,citedby_count
Wildlife-friendly farming recouples grazing regimes to stimulate recovery in semi-arid rangelands,5,0,3,5
A novel approach for weather prediction for agriculture in Sri Lanka using Machine Learning techniques,2,0,1,11
PhenoFlex - an integrated model to predict spring phenology in temperate fruit trees,4,1,1,42
Forecasting transitions in the state of food security with machine learning using transferable features,6,1,6,34
"Modeling urban evapotranspiration using remote sensing, flux footprints, and artificial intelligence",6,1,3,50
Spatial explicit modelling of NaiS forest site types to analyse forest cover,6,1,2,2
Safety and Risk Analysis of Autonomous Vehicles Using Computer Vision and Neural Networks,3,1,3,18
Economic and energy impacts on greenhouse gas emissions: A case study of China and the USA,3,1,1,36
Statistical downscaling using principal component regression for climate change impact assessment at the Cauvery river basin,2,1,1,6
High Resolution Water Table Modeling of the Shallow Groundwater Using a Knowledge-Guided Gradient Boosting Decision Tree Model,6,1,1,29
Land use land cover mapping using advanced machine learning classifiers,1,1,1,7
High spatial-temporal resolution estimation of ground-based global navigation satellite system interferometric reflectometry (Gnss-ir) soil moisture using the genetic algorithm back propagation (ga-bp) neural network,4,1,2,12
Using remote sensing and an unmanned aerial system for weed management in agricultural crops: A review,7,1,2,57
Machine Learning and Data-Driven Techniques for the Control of Smart Power Generation Systems: An Uncertainty Handling Perspective,2,1,2,124
Sustainable agriculture through multidisciplinary seed nanopriming: Prospects of opportunities and challenges,12,1,6,66
"Drivers of fire severity shift as landscapes transition to an active fire regime, Klamath Mountains, USA",3,1,2,30
Application and Development Trend of SPARROW Model in Water Environment Management,7,0,2,2
A Benchmark to Test Generalization Capabilities of Deep Learning Methods to Classify Severe Convective Storms in a Changing Climate,3,1,1,24
The modeled distribution of corals and sponges surrounding the Salas y Gómez and Nazca ridges with implications for high seas conservation,3,1,2,9
Mapping canopy heights in dense tropical forests using low-cost UAV-derived photogrammetric point clouds and machine learning approaches,4,1,2,14
A cloud-based framework for large-scale monitoring of ocean plastics using multi-spectral satellite imagery and generative adversarial network,2,1,2,21
Prediction of aquatic ecosystem health indices through machine learning models using the wgan-based data augmentation method,6,1,3,16
Identifying dynamic changes in water surface using sentinel-1 data based on genetic algorithm and machine learning techniques,5,1,1,12
Sustainable consumption in consumer behavior in the time of covid-19: Topic modeling on twitter data using lda,2,1,1,35
How would we cycle today if we had the weather of tomorrow? An analysis of the impact of climate change on bicycle traffic,4,1,2,3
Assessing machine learning models for gap filling daily rainfall series in a semiarid region of spain,3,1,1,19
Article spatiotemporal monitoring of soil co<inf>2</inf> efflux in a subtropical forest during the dry season based on field observations and remote sensing imagery,10,1,5,4
"Forest conservation with deep learning: A deeper understanding of human geography around the betampona nature reserve, madagascar",4,1,3,3
Impact of Climate Change on Future Flood Susceptibility: an Evaluation Based on Deep Learning Algorithms and GCM Model,7,0,4,34
Forecasting of debris flow using machine learning-based adjusted rainfall information and ramms model,5,1,2,4
Application of machine learning algorithms for flood susceptibility assessment and risk management,3,1,1,48
Predicting potential occurrence of pine wilt disease based on environmental factors in South Korea using machine learning algorithms,4,1,2,30
Forecasting sudden drops of temperature in pre-overwintering honeybee colonies,5,0,2,9
A multi-country meta-analysis on the role of behavioural change in reducing energy consumption and CO<inf>2</inf> emissions in residential buildings,13,0,10,85
Exploring machine learning potential for climate change risk assessment,7,0,4,44
Digital smoke taint detection in pinot grigio wines using an e-nose and machine learning algorithms following treatment with activated carbon and a cleaving enzyme,5,1,2,17
"Applications of Gaussian process regression for predicting blue water footprint: Case study in Ad Daqahliyah, Egypt",10,0,12,49
Acoustic detection of regionally rare bird species through deep convolutional neural networks,9,0,2,31
"Estimating the aboveground biomass of coniferous forest in Northeast China using spectral variables, land surface temperature and soil moisture",6,0,4,57
Machine learning approaches can reduce environmental data requirements for regional yield potential simulation,8,0,4,23
"Restoration of forest resilience to fire from old trees is possible across a large Colorado dry-forest landscape by 2060, but only under the Paris 1.5℃ goal",1,0,1,10
Mapping CO<inf>2</inf> fluxes of cypress swamp and marshes in the Greater Everglades using eddy covariance measurements and Landsat data,7,1,3,14
Delimiting the spatio-temporal uncertainty of climate-sensitive forest productivity projections using Support Vector Regression,2,1,2,7
Escalation effect of fossil-based CO<inf>2</inf> emissions improves green energy innovation,2,1,1,30
"A data-driven framework for spatiotemporal characteristics, complexity dynamics, and environmental risk evaluation of river water quality",8,0,2,33
"Forecasting Betula and Poaceae airborne pollen concentrations on a 3-hourly resolution in Augsburg, Germany: toward automatically generated, real-time predictions",4,1,5,14
"Land use land cover modeling using optimized machine learning classifiers: a case study of Shiraz, Iran",1,0,1,20
Bright and blind spots of water research in Latin America and the Caribbean,11,1,5,5
"Geographical, Climatological, and Biological Characteristics of Tree Radial Growth Response to Autumn Climate Change",4,1,4,5
Sensitivity analysis of the training set to the performance of the machine learning-based land surface temperature reconstruction for cloud covered pixels,4,1,3,3
Driving Factors of CO<inf>2</inf> Emissions: Further Study Based on Machine Learning,3,1,1,38
Using deep learning to correct theoretically-derived models,1,0,1,0
Deep learning for the parametrization of subgrid processes in climate models,3,0,3,11
Using Machine Learning to Analyze Physical Causes of Climate Change: A Case Study of U.S. Midwest Extreme Precipitation,2,1,1,84
Forecasting frost risk in forest plantations by the combination of spatial data and machine learning algorithms,9,0,4,18
A novel approach for estimation of aboveground biomass of a carbon-rich mangrove site in India,5,0,3,35
Land degradation mapping in the MATOPIBA region (Brazil) using remote sensing data and decision-tree analysis,8,1,2,38
Fragile Earth: Accelerating Progress towards Equitable Sustainability,7,0,1,1
On the Atlantic pelagic Sargassum's role in carbon fixation and sequestration,5,1,3,27
Investigating Popular CNN Architectures for Plant Disease Detection,2,0,1,5
Developing an ensembled machine learning prediction model for marine fish and aquaculture production,6,1,4,13
Assessment of volatile aromatic compounds in smoke tainted cabernet sauvignon wines using a low‐cost e‐nose and machine learning modelling,5,1,2,22
Estimation of soil organic carbon contents in croplands of bavaria from scmap soil reflectance composites,6,1,4,37
Machine learning for the fast and accurate assessment of fitness in coral early life history,3,1,2,4
Intercomparing the robustness of machine learning models in simulation and forecasting of streamflow,2,1,1,7
Cropland suitability assessment using satellite-based biophysical vegetation properties and machine learning,5,1,2,22
Characterizing and forecasting the responses of tropical forest leaf phenology to El Nino by machine learning algorithms,6,1,3,3
Estimating soil organic carbon changes in managed temperate moist grasslands with RothC,5,1,2,11
Deep-learning based projection of change in irrigation water-use under RCP 8.5,4,0,4,5
Climate data for the European forestry sector: From end-user needs to opportunities for climate resilience,8,1,6,6
Birdsong Detection at the Edge with Deep Learning,5,0,2,13
"Warming increases the carbon sequestration capacity of picea schrenkiana in the tianshan mountains, china",7,1,1,8
Systematic mapping of global research on climate and health: a machine learning review,8,1,5,97
Revealing the Impact of Global Heating on North Atlantic Circulation Using Transparent Machine Learning,2,1,5,20
Big data value chain: Multiple perspectives for the built environment,10,1,4,13
Climate change in river basin based on machine learning and regional financial risk identification,1,0,1,2
Analyzing modern biomolecules: The revolution of nucleic-acid sequencing-review,5,1,5,32
Extreme learning machine for reference crop evapotranspiration estimation: Model optimization and spatiotemporal assessment across different climates in China,5,0,4,47
Impact of land cover changes on carbon stock trends in Kenya for spatial implementation of REDD+ policy,2,0,1,25
Fragmentation in the future of work: A horizon scan examining the impact of the changing nature of work on workers experiencing vulnerability,10,1,11,24
"GIS-based ensemble computational models for flood susceptibility prediction in the Quang Binh Province, Vietnam",11,0,9,41
Machine-learning-based prediction and key factor identification of the organic carbon in riverine floodplain soils with intensive agricultural practices,5,0,3,3
Biologically meaningful distribution models highlight the benefits of the Paris Agreement for demersal fishing targets in the North Atlantic Ocean,3,0,1,18
"Incorporating Climate Change in Pavement Maintenance Policies: Application to Temperature Rise in the Isfahan County, Iran",2,0,1,21
Continuity of terrestrial water storage variability and trends across mainland China monitored by the GRACE and GRACE-Follow on satellites,4,0,2,33
Soil predictors are crucial for modelling vegetation distribution and its responses to climate change,6,0,2,23
Visual analytics of sensor movement data for cheetah behaviour analysis,7,1,3,6
Projected climate change threatens Himalayan brown bear habitat more than human land use,6,0,3,27
Supervised Machine Learning Methods to Disclose Action and Information in “U.N. 2030 Agenda” Social Media Data,3,0,2,5
Meteorological data analytic system: Descriptive and predictive analysis,3,0,2,1
Quantitative assessment of the attribution of runoff and sediment changes based on hydrologic model and machine learning: a case study of the Kuye River in the Middle Yellow River basin,7,0,2,18
"Smart survey on recent trends in water level, drought and water quality analysis system",2,1,1,1
Next-Generation Breeding Strategies for Climate-Ready Crops,5,1,4,80
Digitalization of Arctic shipping along the Northern Sea Route,1,1,2,5
Climate-model-informed deep learning of global soil moisture distribution,2,1,2,5
Prediction and reconstruction of ocean wave heights based on bathymetric data using LSTM neural networks,3,0,2,98
DeepComp: Deep reinforcement learning based renewable energy error compensable forecasting,2,0,1,17
Differences in responses of tree-ring δ<sup>13</sup>C in angiosperms and gymnosperms to climate change on a global scale,6,0,2,10
Disentangling the effects of stand and climatic variables on forest productivity of Chinese fir plantations in subtropical China using a random forest algorithm,5,1,3,34
"Geoinformatics, climate change, habitat dynamics and a case of vultures in central India",1,0,1,1
Palearctic passerine migrant declines in African wintering grounds in the Anthropocene (1970–1990 and near future): A conservation assessment using publicly available GIS predictors and machine learning,2,0,2,6
Modelling and validation of the spatial distribution of suitable habitats for the recruitment of invasive plants on climate change scenarios: An approach from the regeneration niche,7,0,4,14
Applying Limnological Feature-Based Machine Learning Techniques to Chemical State Classification in Marine Transitional Systems,6,1,2,11
Disease outbreaks: Tuning predictive machine learning,2,0,1,1
Evaluating machine learning and geostatistical methods for spatial gap‐filling of monthly esa cci soil moisture in China,2,1,1,11
Classifying precipitation from GEO satellite observations: Prognostic model,5,0,5,5
Controlling for the effects of climate on total factor productivity: A case study of Australian farms,6,1,1,15
Role of maximum entropy and citizen science to study habitat suitability of jacobin cuckoo in different climate change scenarios,3,1,2,4
Forecasting variations in profitability and silviculture under climate change of radiata pine plantations through differentiable optimization,3,1,2,0
Metabolomics-guided elucidation of plant abiotic stress responses in the 4IR era: An overview,4,1,3,11
"Knowledge generation via social-knowledge network co-evolution: 30 years (1990–2019) of adaptation, mitigation and transformation related to climate change",1,0,1,4
Future habitat suitability for species under climate change – Lessons learned from the strawberry tree case study,6,0,4,6
A novel hybrid spatio-temporal forecasting of multisite solar photovoltaic generation,4,1,2,28
Data-driven analysis of forest–climate interactions in the conterminous United States,2,1,1,1
The impact of climate change on the productivity of conservation agriculture,3,0,1,50
"Impact of climate change on snowmelt runoff in a Himalayan basin, Nepal",9,0,3,17
Community Flood Resilience Categorization Framework,4,0,2,26
"An assessment of climate change impact on air masses arriving in Athens, Greece",4,0,1,6
An investigation of the short-term meteorological drought variability over Asir Region of Saudi Arabia,7,0,5,23
Current and future carbon stocks in coastal wetlands within the Great Barrier Reef catchments,14,0,7,16
Remodeling of Arctic char (Salvelinus alpinus) lipidome under a stimulated scenario of Arctic warming,17,0,10,3
Machine learning-based thermokarst landslide susceptibility modeling across the permafrost region on the Qinghai-Tibet Plateau,5,0,1,44
Predicting long-term monthly electricity demand under future climatic and socioeconomic changes using data-driven methods: A case study of Hong Kong,6,0,4,39
A machine learning approach to integrating genetic and ecological data in tsetse flies (Glossina pallidipes) for spatially explicit vector control planning,13,1,10,8
Machine learning-based cooling load prediction and optimal control for mechanical ventilative cooling in high-rise buildings,3,0,2,26
Reduced renewable energy stability in India following COVID-19: Insights and key policy recommendations,5,0,4,32
"Scientometric review of artificial intelligence for operations & maintenance of wind turbines: The past, present and future",2,0,1,67
Evaluation of precipitation simulations in CMIP6 models over Uganda,6,0,4,72
Using autoencoders to compress soil VNIR–SWIR spectra for more robust prediction of soil properties,3,0,1,30
Prediction of heat waves over Pakistan using support vector machine algorithm in the context of climate change,4,0,3,26
Machine learning in space and time for modelling soil organic carbon change,11,1,7,90
Review on remote sensing methods for landslide detection using machine and deep learning,4,0,2,189
Building Energy Consumption Forecasting: A Comparison of Gradient Boosting Models,6,0,2,16
From COVID-19 to future electrification: Assessing traffic impacts on air quality by a machine-learning model,13,1,6,78
"Assessment of combining convolutional neural networks and object based image analysis to land cover classification using sentinel 2 satellite imagery (Tenes Region, Algeria)",3,1,2,5
"Long-term effects of climate change on housing market analytics in Amaravati, capital of Andhra Pradesh in India, using machine learning",1,0,1,0
Big data is decision science: The case of COVID-19 vaccination,4,0,3,4
Predicting carbon and water vapor fluxes using machine learning and novel feature ranking algorithms,9,0,5,15
Assessing the Probability of Wildfire Occurrences in a Neotropical Dry Forest,2,0,1,8
Prognostics and Health Management in Nuclear Power Plants: An Updated Method-Centric Review With Special Focus on Data-Driven Methods,8,1,3,42
Comparative breast cancer detection with artificial neural networks and machine learning methods,4,0,3,4
"Living up to the Hype of Hyperspectral Aquatic Remote Sensing: Science, Resources and Outlook",7,1,7,57
Machine learning‐based small hydropower potential prediction under climate change,4,1,2,28
Artificial intelligence applications for increasing resource efficiency in manufacturing companies—A comprehensive review,5,1,1,64
Comparative analysis of two machine learning algorithms in predicting site-level net ecosystem exchange in major biomes,13,1,6,23
Spatial-temporal changes and associated determinants of global heating degree days,6,1,4,6
Genus-Physiognomy-Ecosystem (GPE) System for Satellite-Based Classification of Plant Communities,1,1,1,5
Grading and sorting technique of dragon fruits using machine learning algorithms,5,1,2,61
Coastal reef and seagrass monitoring for coastal ecosystem management,5,1,3,3
Towards indirect top-down road transport emissions estimation,7,0,1,4
Machine Learning Meets Big Spatial Data (Revised),2,0,2,3
Assessing whether artificial intelligence is an enabler or an inhibitor of sustainability at indicator level,8,1,7,51
Postdrought Recovery Time Across Global Terrestrial Ecosystems,5,0,3,24
"Application of deep learning method for daily streamflow time-series prediction: A case study of the kowmung river at Cedar Ford, Australia",2,1,2,19
"Modify the accuracy of modis pwv in china: A performance comparison using random forest, generalized regression neural network and back-propagation neural network",4,1,3,16
"A dynamic, ensemble learning approach to forecast dengue fever epidemic years in Brazil using weather and population susceptibility cycles",4,1,5,23
"Detecting multi-decadal changes in seagrass cover in tauranga harbour, new zealand, using landsat imagery and boosting ensemble classification techniques",4,1,3,23
Projection of water availability and sustainability in Nigeria due to climate change,3,1,3,20
Modeling soil water content and reference evapotranspiration from climate data using deep learning method,3,1,1,29
Estimating and monitoring land surface phenology in rangelands: A review of progress and challenges,4,1,2,25
Scaling up high-throughput phenotyping for abiotic stress selection in the field,3,0,1,43
Copper Content and Export in European Vineyard Soils Influenced by Climate and Soil Properties,8,1,6,42
Comparing solo versus ensemble convolutional neural networks for wetland classification using multi-spectral satellite imagery,6,1,4,29
Surface water dynamics analysis based on sentinel imagery and Google Earth Engine Platform: a case study of Jayakwadi dam,7,0,1,49
Modeling soil temperature using air temperature features in diverse climatic conditions with complementary machine learning models,8,0,6,32
Medium-term regional electricity load forecasting through machine learning and deep learning,4,1,1,34
Survey for smart farming technologies: Challenges and issues,3,0,1,148
Too different to solve climate change? Experimental evidence on the effects of production and benefit heterogeneity on collective action,2,0,2,4
Pattern Discovery for climate and environmental policy indicators,2,0,3,21
An attention U-Net model for detection of fine-scale hydrologic streamlines,11,1,4,41
The impact of online machine-learning methods on long-term investment decisions and generator utilization in electricity markets,3,0,1,4
Effectiveness of autoencoder for lake area extraction from high-resolution RGB imagery: an experimental study,2,0,2,6
Estimating hourly surface PM<inf>2.5</inf> concentrations across China from high-density meteorological observations by machine learning,11,0,7,33
"Hull fouling marine invasive species pose a very low, but plausible, risk of introduction to East Antarctica in climate change scenarios",4,1,3,16
Mapping soil organic carbon stocks and trends with satellite-driven high resolution maps over South Africa,4,1,4,64
Forecasting peak energy demand for smart buildings,5,1,3,35
"Rainfall forecasting model using machine learning methods: Case study Terengganu, Malaysia",6,1,4,140
Climate based model in determining the distribution pattern of Cecropia peltata L across global landscape,2,1,1,2
Machine-learning methods for stream water temperature prediction,4,1,1,59
New York State's 100% renewable electricity transition planning under uncertainty using a data-driven multistage adaptive robust optimization approach with machine-learning,2,1,2,75
Future Land Use for Insect Meat Production Among Countries: A Global Classification,2,1,1,8
Demand and supply-side determinants of electric power consumption and representative roadmaps to 100% renewable systems,7,0,11,8
Rhetoric and frame analysis of ExxonMobil's climate change communications,2,1,1,185
Climate Projections for the Southern Ocean Reveal Impacts in the Marine Microbial Communities Following Increases in Sea Surface Temperature,7,1,1,16
"Unraveling the drivers of intensified landslide regimes in Western Ghats, India",5,0,2,40
Patterns and driving factors of biomass carbon and soil organic carbon stock in the Indian Himalayan region,6,0,4,77
Mapping the spatial and temporal variability of flood susceptibility using remotely sensed normalized difference vegetation index and the forecasted changes in the future,6,0,4,47
Comparing and Evaluating Macao Flood Prediction Models,6,1,2,3
Delineating the relative contribution of climate related variables to chlorophyll-a and phytoplankton biomass in lakes using the ERA5-Land climate reanalysis data,5,0,1,28
A hybrid constrained coral reefs optimization algorithm with machine learning for optimizing multi-reservoir systems operation,5,0,3,24
Artificial intelligence to support the integration of variable renewable energy sources to the power system,2,0,2,100
Estimating spatially distributed SOC sequestration potentials of sustainable land management practices in Ethiopia,8,1,6,16
Predicting algal blooms: Are we overlooking groundwater?,8,0,9,50
Fine-grained image classification of cashmere wool based on sparse dictionary learning,1,0,1,1
Leveraging IoT and machine learning for improved monitoring of water resources - A case study of the upper Ewaso Nyiro river,2,0,1,3
Raspberry Pi based recording system for acoustic monitoring of bird species,2,0,1,4
From Village to Globe: A Dynamic Real-Time Map of African Fields Through PlantVillage,16,1,3,5
A Comparative Study on the Skill of CMIP6 Models to Preserve Daily Spatial Patterns of Monsoon Rainfall Over India,1,1,1,18
Implementation of Predictive Modelling Techniques for determining Exhaust Engine Emissions,4,1,1,0
The Subarachnoid Hemorrhage–Weather Myth: A Long-Term Big Data and Deep Learning Analysis,13,1,2,2
Detecting winter cover crops and crop residues in the midwest us using machine learning classification of thermal and optical imagery,3,1,1,16
Spatial analyses and susceptibility modeling of thermokarst lakes in permafrost landscapes along the qinghai–tibet engineering corridor,7,1,2,18
Applied machine learning algorithms for courtyards thermal patterns accurate prediction,6,1,1,21
Random forest analysis of two household surveys can identify important predictors of migration in Bangladesh,7,0,5,22
Silicon effects on the root system of diverse crop species using root phenotyping technology,5,1,3,28
Public bike trip purpose inference using point-of-interest data,3,1,2,11
Harnessing crop wild diversity for climate change adaptation,2,1,2,79
G-RUN ENSEMBLE: A Multi-Forcing Observation-Based Global Runoff Reanalysis,4,1,4,60
Uncovering the Past and Future Climate Drivers of Wheat Yield Shocks in Europe With Machine Learning,4,1,3,21
"Regionalizing Root-Zone Soil Moisture Estimates From ESA CCI Soil Water Index Using Machine Learning and Information on Soil, Vegetation, and Climate",5,0,3,26
Towards vine water status monitoring on a large scale using sentinel-2 images,7,1,4,18
Real-world implementation of an ict-based platform to promote energy efficiency,6,1,2,7
Retrieval of arctic vegetation biophysical and biochemical properties from chris/proba multi-angle imagery using empirical and physical modelling,3,1,2,3
Precipitation modeling for extreme weather based on sparse hybrid machine learning and markov chain random field in a multi-scale subspace,2,1,2,5
Comparing machine learning-derived global estimates of soil respiration and its components with those from terrestrial ecosystem models,21,1,12,23
Progress in climate change adaptation research,4,1,2,44
Soil erosion assessment and prediction in urban landscapes: A new G2 model approach,6,1,1,10
Application of support vector regression to the prediction of the long-term impacts of climate change on the moisture performance of wood frame and massive timber walls,3,1,1,14
Astrape: A system for mapping severe abiotic forest disturbances using high spatial resolution satellite imagery and unsupervised classification,2,1,1,4
Different climate sensitivity of particulate and mineral-associated soil organic matter,5,0,2,258
Forecasting rainfed agricultural production in arid and semi-arid lands using learning machine methods: A case study,8,1,7,19
Amazon forest cover change mapping based on semantic segmentation by U-Nets,3,0,1,45
Systematic map of the literature on carbon lock-in induced by long-lived capital,5,1,6,38
A Machine Learning Analysis of the Recent Environmental and Resource Economics Literature,4,0,2,9
Investigation of urban climates and built environment relations by using machine learning,2,0,2,12
Ecological impact assessment of climate change and habitat loss on wetland vertebrate assemblages of the Great Barrier Reef catchment and the influence of survey bias,2,1,1,11
Precipitation reconstruction from climate-sensitive lithologies using Bayesian machine learning,4,0,2,17
Responses of soil organic carbon to climate change in the Qilian Mountains and its future projection,8,0,2,40
Microclimates hold the key to spatial forest planning under climate change: Cyanolichens in temperate rainforest,2,0,1,15
A deep learning model for predicting climate-induced disasters,5,0,3,24
Greening of the earth does not compensate for rising soil heterotrophic respiration under climate change,2,0,1,19
The sensitivity of vegetation cover to climate change in multiple climatic zones using machine learning algorithms,8,1,3,39
Soil moisture retrieval using extremely randomized trees over the Shandian river basin,4,1,2,11
Toward smart carbon capture with machine learning,4,1,2,70
"Cumulonimbus cloud prediction based on machine learning approach using radiosonde data in Surabaya, Indonesia",9,1,1,2
Comparison of boosted regression trees vs WA-PLS regression on diatom-inferred glacial-interglacial climate reconstruction in Lake Tiancai (southwest China),4,0,3,12
Online urban-waterlogging monitoring based on a recurrent neural network for classification of microblogging text,6,1,1,15
Climbing down Charney's ladder: Machine learning and the post-Dennard era of computational climate science,1,1,2,24
"Responding to large-scale forest damage in an alpine environment with remote sensing, machine learning, and Web-GIS",5,1,1,19
Inversion of phytoplankton pigment vertical profiles from satellite data using machine learning,5,1,4,10
Mapping a cloud-free rice growth stages using the integration of proba-v and sentinel-1 and its temporal correlation with sub-district statistics,4,1,3,10
Characterizing wetland inundation and vegetation dynamics in the arctic coastal plain using recent satellite data and field photos,11,1,7,8
Total and hot-water extractable organic carbon and nitrogen in organic soil amendments: Their prediction using portable mid-infrared spectroscopy with support vector machines,3,1,1,9
AI-powered mobile image acquisition of vineyard insect traps with automatic quality and adequacy assessment,5,1,3,11
A Global Flood Risk Modeling Framework Built With Climate Models and Machine Learning,2,1,1,14
Evidencing the Impact of Climate Change on the Phytoplankton Community of the Mediterranean Sea Through a Bioregionalization Approach,5,0,4,10
How Do Climate and Catchment Attributes Influence Flood Generating Processes? A Large-Sample Study for 671 Catchments Across the Contiguous USA,5,1,2,62
Mapping surficial soil particle size fractions in alpine permafrost regions of the qinghai-tibet plateau,14,1,3,7
"Global habitat suitability of spodoptera frugiperda (Je smith) (lepidoptera, noctuidae): Key parasitoids considered for its biological control",15,1,8,55
"Land use/land cover (LULC) analysis (2009–2019) with Google Earth Engine and 2030 prediction using Markov-CA in the Rondônia State, Brazil",2,0,1,41
"The what, why, and how of changing cooling energy consumption in India's urban households",4,1,3,26
The Arab world prepares the exascale workforce,1,1,1,1
Mediterranean seascape suitability for Lophelia pertusa: Living on the edge,3,0,2,12
A mixed approach for urban flood prediction using Machine Learning and GIS,3,0,1,77
Satellite data and machine learning reveal the incidence of late frost defoliations on Iberian beech forests,7,0,3,20
Using electricity customer profiles to combat GHG emissions: New evidence from ComEd AMI data,2,0,1,1
River water temperature forecasting using a deep learning method,7,1,2,72
Improving satellite retrieval of oceanic particulate organic carbon concentrations using machine learning methods,10,1,3,71
Data-driven estimates of global litter production imply slower vegetation carbon turnover,10,0,7,10
Improving the predictions of soil properties from VNIR–SWIR spectra in an unlabeled region using semi-supervised and active learning,4,0,1,9
A novel chicken swarm and teaching learning based algorithm for electric vehicle charging station placement problem,5,0,4,64
A novel framework for risk assessment and resilience of critical infrastructure towards climate change,4,0,3,125
"A machine learning approach on the relationship among solar and wind energy production, coal consumption, GDP, and CO<inf>2</inf> emissions",3,0,3,276
"Using machine learning models, remote sensing, and GIS to investigate the effects of changing climates and land uses on flood probability",3,0,2,105
The potential for expansion of irrigated rice under alternate wetting and drying in Burkina Faso,4,0,3,32
Crop Yield Prediction Using Random Forest Algorithm,8,0,1,31
Generating surface soil moisture at 30 m spatial resolution using both data fusion and machine learning toward better water resources management at the field scale,7,1,1,148
A machine learning approach to estimating the error in satellite sea surface temperature retrievals,4,1,2,23
Leveraging machine learning approaches to estimate the impact of thermostat setpoints on individual household gas consumption,3,0,1,0
"Deforestation, forestation, and water supply",2,0,2,90
Impact of the future coastal water temperature scenarios on the risk of potential growth of pathogenic Vibrio marine bacteria,4,1,4,11
Mapping the dynamics of winter wheat in the north china plain from dense landsat time series (1999 to 2019),6,1,4,15
Ciguatera mini review: 21st century environmental challenges and the interdisciplinary research efforts rising to meet them,6,1,3,28
"Using machine learning to predict statistical properties of non-stationary dynamical processes: System climate,regime transitions, and the effect of stochasticity",5,1,2,45
Deep learning framework for leaf damage identification,5,0,3,5
Hierarchical Object-Based Mapping of Urban Land Cover Using Sentinel-2 Data: A Case Study of Six Cities in Central Europe,3,0,2,7
What will remain? Predicting the representation in protected areas of suitable habitat for endangered tropical avifauna in borneo under a combined climate-and land-use change scenario,3,1,1,5
Estimating global gross primary production from sun-induced chlorophyll fluorescence data and auxiliary information using machine learning methods,3,1,4,32
Next generation agricultural stress index system (Asis) for agricultural drought monitoring,1,1,1,8
Evaluation of enso prediction skill changes since 2000 based on multimodel hindcasts,4,1,4,6
"Reviewing the scope and thematic focus of 100 000 publications on energy consumption, services and social aspects of climate change: A big data approach to demand-side mitigation",37,1,23,38
New approach for predicting nitrification and its fraction of N<inf>2</inf>O emissions in global terrestrial ecosystems,5,1,2,22
Estimating evapotranspiration by coupling Bayesian model averaging methods with machine learning algorithms,7,0,3,37
Rule-based vs parametric approaches for developing climate-sensitive site index models: a case study for Scots pine stands in northwestern Spain,2,1,2,9
Simulating the spatiotemporal variations in aboveground biomass in Inner Mongolian grasslands under environmental changes,10,1,5,15
Realizing the Heterogeneity: A Self-Organized Federated Learning Framework for IoT,5,0,5,136
Predicting corporate carbon footprints for climate finance risk analyses: A machine learning approach,3,0,1,56
Review of the effects of grapevine smoke exposure and technologies to assess smoke contamination and taint in grapes and wine,5,1,2,23
Utilizing world urban database and access portal tools (WUDAPT) and machine learning to facilitate spatial estimation of heatwave patterns,8,0,7,15
Modeling hydro-climatic changes of evapotranspiration over a semi-arid river basin of India,4,1,1,4
"Why hate carbon taxes? Machine learning evidence on the roles of personal responsibility, trust, revenue recycling, and other factors across 23 European countries",1,0,2,75
Improving Short-Term Travel Speed Prediction with High-Resolution Spatial and Temporal Rainfall Data,3,0,1,4
Quantitative assessment of the importance of bio-physical drivers of land cover change based on a random forest method,6,0,2,31
A universal coronavirus vaccine,2,1,2,25
Greenland Ice Sheet Mass Balance (1992–2020) From Calibrated Radar Altimetry,4,1,2,26
"Water quality prospective in Twenty First Century: Status of water quality in major river basins, contemporary strategies and impediments: A review",1,0,1,141
Integrating Multi-Source Data for Rice Yield Prediction across China using Machine Learning and Deep Learning Approaches,8,0,3,188
Topic classification of electric vehicle consumer experiences with transformer-based deep learning,4,1,3,22
Long lead time drought forecasting using lagged climate variables and a stacked long short-term memory model,3,0,4,99
Impact assessment of river dust on regional air quality through integrated remote sensing and air quality modeling,6,0,3,16
Quantifying forest fire and post-fire vegetation recovery in the daxing’anling area of northeastern china using landsat time-series data and machine learning,6,1,2,32
Gene Banks as Reservoirs to Detect Recent Selection: The Example of the Asturiana de los Valles Bovine Breed,6,1,4,6
Automatic high-accuracy sea ice mapping in the arctic using modis data,6,1,2,6
A Random Forests Approach to Predicting Clean Energy Stock Prices,1,1,1,56
Downscaling groundwater storage data in China to a 1-km resolution using machine learning methods,3,1,2,43
Century-Scale Reconstruction of Water Storage Changes of the Largest Lake in the Inner Mongolia Plateau Using a Machine Learning Approach,8,0,3,44
Progress towards onchocerciasis elimination in côte d’ivoire: A geospatial modelling study,8,1,4,6
Machine Learning the Warm Rain Process,7,1,4,51
Genomic evidence of past and future climate-linked loss in a migratory Arctic fish,17,0,6,44
Heterogeneous snowpack response and snow drought occurrence across river basins of northwestern North America under 1.0°C to 4.0°C global warming,5,1,3,31
Predicting the effects of climate change on water temperatures of roode elsberg dam using nonparametric machine learning models,3,1,1,3
Intergovernmental engagement on health impacts of climate change,4,1,3,13
Predicting plant growth from time-series data using deep learning,4,1,2,52
Technology: the nexus of climate change and COVID-19?,1,1,0,4
Genomic resources in plant breeding for sustainable agriculture,23,1,18,99
