Title,cover_date,authkey_word,Year
Potato virus y and potato leafroll virus management under climate change in sub-Saharan Africa,2020-11-26,Aphids | Cultural control | PLRV | PVY | Seed certification,2020
Machine learning methods for the detection of polar lows in satellite mosaics: Major issues and their solutions,2020-11-26,,2020
Estimation of snow depth based on reflectance and bright temperature in Xilin Gol League,2020-11-25,machine learning | MODIS | MWRI | snow depth,2020
Amazon rainforest photosynthesis increases in response to atmospheric dryness,2020-11-20,,2020
Forecasting PV panel output using prophet time series machine learning model,2020-11-16,Forecasting | Prophet Model | PV panel | Renewable energy | Short circuit current,2020
A Digital Platform for the Management of Grapes and Wine Quality in the Winery,2020-11-16,anthocyanins | internet of things | machine learning | modeling | tannins | winemaking,2020
Attribution of climate and human activities to vegetation change in China using machine learning techniques,2020-11-15,Attribution analysis | Climate change | Climatic zone | Human activity | Vegetation greening,2020
Assessing climate-induced agricultural vulnerable coastal communities of Bangladesh using machine learning techniques,2020-11-10,Coastal livelihood | Geographic information system | Livelihood vulnerability index | Mobile application | Regression analysis,2020
This Week in Science,2020-11-06,,2020
Soil Bacterial and Fungal Richness Forecast Patterns of Early Pine Litter Decomposition,2020-11-06,community features | litter | machine learning | microbiome | modeling | pine | prediction | soil carbon cycling,2020
Analysis and Prediction of Climate Change in Post-Covid19 India,2020-11-05,Cloud data storage | machine learning,2020
Heatwave damage prediction using random forest model in Korea,2020-11-02,Big data | Heatwaves | Machine learning | Prediction | Random forest regression model,2020
Partitioning global surface energy and their controlling factors based on machine learning,2020-11-02,Latent heat fluxes | Random forest | Sensible heat fluxes | Surface energy partitioning,2020
Evapotranspiration estimation with small uavs in precision agriculture,2020-11-02,Clumped canopy | Evapotranspiration | METRIC | Remote sensing | Unmanned aerial vehicles,2020
Towards the systematic reporting of the energy and carbon footprints of machine learning,2020-11-01,Climate change | Deep learning | Energy efficiency | Green computing | Reinforcement learning,2020
A prediction of crops using machine learning techniques,2020-11-01,And Random Forest | Artificial Neural Network (ANN) | Crop yield in agriculture | K-Nearest Neighbor (KNN) | Multinomial Logistic Regression | Naïve Bayes | Plant diseases,2020
"The role of beliefs, expectations and values in decision-making favoring climate change adaptation - Implications for communications with European forest professionals",2020-11-01,,2020
"Accessing habitat suitability and connectivity for the westernmost population of Asian black bear (Ursus thibetanus gedrosianus, Blanford, 1877) based on climate changes scenarios in Iran",2020-11-01,,2020
Development of Fault Diagnosis Program for reducing Power Loss Cost of the Photovoltaic Power System using Actual Operation Data,2020-11-01,Pv fault diagnosis | Pv measuring data-analysis | Pvo&m program pv field test,2020
Paleoclimate constraints on the spatiotemporal character of past and future droughts,2020-11-01,Climate change | Climate models | Climate variability | Drought | Other artificial intelligence/ machine learning | Paleoclimate,2020
Analysis of copernicus’ era5 climate reanalysis data as a replacement for weather station temperature measurements in machine learning models for olive phenology phase prediction,2020-11-01,Base temperature | BBCH scale | Machine learning | Olive phenology modeling | Phenophase,2020
"Automatic mapping of rice growth stages using the integration of sentinel-2, mod13q1, and sentinel-1",2020-11-01,Classification | Machine learning | MODIS | Monitoring | Rice | Sentinel,2020
"GIS-enabled digital twin system for sustainable evaluation of carbon emissions: A case study of Jeonju city, south Korea",2020-11-01,Artificial neural network | Carbon dioxide emissions | Digital twins | Geospatial technology | Machine learning | Sustainable city,2020
Ruesvms: An ensemble method to handle the class imbalance problem in land cover mapping using google earth engine,2020-11-01,Google Earth Engine | Imbalanced data | Land cover mapping | Sentinel-2 | Support vector machine,2020
Development of micro-level classifiers from land suitability analysis for drought-prone areas in Indonesia,2020-11-01,Classification | Drought | GIS | Land suitability analysis | Microlevels | Random forest | Remote sensing,2020
Machine learning applications in urban building energy performance forecasting: A systematic review,2020-11-01,Building energy performance forecasting | Machine learning | Urban buildings energy,2020
Mapping of rice growth phases and bare land using Landsat-8 OLI with machine learning,2020-11-01,,2020
"Slow pyrolysis as a platform for negative emissions technology: An integration of machine learning models, life cycle assessment, and economic analysis",2020-11-01,"Biochar, Random forest (RF) | Economic analysis | Life cycle assessment (LCA) | Negative emission technologies (NET) | Pyrolysis",2020
Large scale patterns of marine diatom richness: Drivers and trends in a changing ocean,2020-11-01,diatoms | diversity | machine learning | metabarcoding | microscopy | richness | Tara Oceans,2020
A hyperbox classifier model for identifying secure carbon dioxide reservoirs,2020-11-01,Carbon sequestration | Classifier | CO  storage 2 | Machine learning | Mixed integer linear programming,2020
Modeling long-term dynamics of crop evapotranspiration using deep learning in a semi-arid environment,2020-11-01,Climate change | Crop evapotranspiration | DNN model | Future projection,2020
Machine learning for precision agriculture: Methods and applications,2020-10-28,Artificial Intelligence | Crop Management | Data Analysis | Livestock Management | Machine Learning | Precision Agriculture | Smart Farms | Soil Management | Statistical Prediction,2020
Impact of extreme weather conditions on European crop production in 2018: Random forest - Yield anomalies,2020-10-26,climate extremes | crop yields | drought | random forest | wheat | yield anomalies,2020
A Near-surface Air Temperature Spatialization Method Integrating Landuse and Soil Moisture Products,2020-10-25,Factors affecting air temperature | Importance analysis | Land cover | Land surface temperature | Machine learning | Near-surface air temperature | Soil moisture | Spatialization,2020
"Breeding, Genetics, and Genomics Approaches for Improving Fusarium Wilt Resistance in Major Grain Legumes",2020-10-23,Fusarium wilt | genetic variability | genomics | grain legume | molecular markers,2020
Morphological Differences in Pinus strobiformis Across Latitudinal and Elevational Gradients,2020-10-22,climate factors | machine learning | morphological traits | multivariate canonical ordination | phenotypic variation | redundancy analysis,2020
Modern Strategies to Assess and Breed Forest Tree Adaptation to Changing Climate,2020-10-21,assisted gene flow | big data | genome-wide association studies | genome-wide selection scans | genomic prediction | genomics of adaptation | machine learning,2020
Comparison of Various Machine Learning Algorithms for Predicting Energy Price in Open Electricity Market,2020-10-20,day-ahead | Generation companies | Long short-term memory | Open electricity market | Prediction Algorithms,2020
Identification of Greenhouse Gases Emission Thorough Exploration of the Emission from Different Sectors,2020-10-15,Climate change | data mining | machine learning | regression,2020
Identifying spanish areas at more risk of monthly BTV transmission with a basic reproduction number approach,2020-10-13,Arbovirus | Basic reproduction number | Blood-feeding vector | Bluetongue virus | Culicoides | Epidemiology | Livestock | Machine learning | Modeling | Risk analysis,2020
Machine Learning Tools for the Prediction of Fresh Produce Procurement Price,2020-10-11,artificial intelligence | fresh produce | price forecasting,2020
Analyzing Air Quality to Model Human Livability using Machine Learning Techniques,2020-10-06,Air pollutants | Human and Plant health | Machine Learning | Systematic Literature Review,2020
The study of facial muscle movements for non-invasive thermal discomfort detection via bio-sensing technology. Part I: Development of the experimental design and description of the collected data,2020-10-02,Bio-sensing | Indoor environment | Machine learning | Non-invasive discomfort detection | Thermal comfort,2020
SCDNA: A serially complete precipitation and temperature dataset for North America from 1979 to 2018,2020-10-02,,2020
Retrieval of daily net surface shortwave radiation climatic resources based on machine learning,2020-10-01,climatic resources | daily net surface shortwave radiation (DNSSR) | machine learning | remote sensing | retrieval,2020
No cloud on the horizon: Probabilistic gap filling in satellite image series,2020-10-01,Gap filling | Graphical models | Probabilistic machine learning | Remote sensing | Spatiooral,2020
Climate change drives habitat contraction of a nocturnal arboreal marsupial at its physiological limits,2020-10-01,aridity | Australia | climate | climatic change | conservation | distribution modeling | greater glider | habitat suitability | machine learning | marsupial | Petauroides volans | remote sensing | weather,2020
"Weekly dengue forecasts in Iquitos, Peru; San Juan, Puerto Rico; and Singapore",2020-10-01,,2020
Research on the transformation path of the green intelligent port: Outlining the perspective of the evolutionary game “government–port–third-party organization”,2020-10-01,Evolutionary game | Government regulation | Green intelligent port | Lotka–Volterra model,2020
Spatial epidemiology of yellow fever: Identification of determinants of the 2016-2018 epidemics and at-risk areas in brazil,2020-10-01,,2020
"Estimation of leaf chlorophyll a, b and carotenoid contents and their ratios using hyperspectral reflectance",2020-10-01,Environmental stress | Machine learning | Photosynthetic pigments | Pre-processing,2020
The role of ecological niche evolution on diversification patterns of birds distinctly distributed between the Amazonia and Atlantic rainforests,2020-10-01,,2020
Application of machine learning techniques to delineate homogeneous climate zones in river basins of Pakistan for hydro-climatic change impact studies,2020-10-01,Chenab River Basin | Climate change impact | Climate zone | Jhelum River Basin,2020
Intensified burn severity in California's northern coastal mountains by drier climatic condition,2020-10-01,Artificial intelligence | Climate change | Drought | Extreme weather | Fire behavior | Remote sensing,2020
Monitoring forest change in the amazon using multi-temporal remote sensing data and machine learning classification on Google Earth Engine,2020-10-01,Deforestation | Forest change detection | Google Earth Engine | Land cover dynamics | Landsat | Sentinel-2 | Supervised classification,2020
Editorials: The future of scholarly communications,2020-10-01,,2020
Systematizing and upscaling urban climate change mitigation,2020-10-01,,2020
No perfect storm for crop yield failure in Germany,2020-10-01,crop yield failure | extreme events | Germany | process-based crop model | support vector machine,2020
21st-century biogeochemical modeling: Challenges for Century-based models and where do we go from here?,2020-10-01,bioenergy | biogeochemical modeling | drought | N O 2 | plant age dynamics | soil,2020
Materials Acceleration Platforms: On the way to autonomous experimentation,2020-10-01,,2020
"Data analysis of a monitored building using machine learning and optimization of integrated photovoltaic panel, battery and electric vehicles in a Central European climatic condition",2020-10-01,Electric vehicle | Energy storage | Experimental analysis | Machine learning | Net-zero energy building | Solar energy,2020
Evaluation of fire severity in fire prone-ecosystems of Spain under two different environmental conditions,2020-10-01,dNBR | Fire management | LiDAR | Machine learning | Mediterranean europe | Pine forest | Recurrence | Shrub | Topography | Vegetation structure | Weather,2020
Temporal transferability of marine distribution models in a multispecies context,2020-10-01,HMSC | JSDM | Machine learning | Marine community | Predictability | Transferability,2020
Modelling desert locust presences using 32-year soil moisture data on a large-scale,2020-10-01,Desert locust | ESA CCI SM | Machine learning | Monitoring and preventive | Soil moisture,2020
"Relations of land cover, topography, and climate to fire occurrence in natural regions of Iran: Applying new data mining techniques for modeling and mapping fire danger",2020-10-01,Boruta algorithm | Data mining techniques | Effective factors | Fire danger mapping | Land cover | Sentinel-2A satellite images,2020
Estimating annual runoff in response to forest change: A statistical method based on random forest,2020-10-01,Annual runoff | Forest index | Forest thinning | Machine learning | Predictive model | Remote sensing,2020
The expanding role of anthropogeomorphology in critical zone studies in the Anthropocene,2020-10-01,Anthropocene | Anthropogeomorphology | Critical zone | Global change,2020
Quantifying drought’s influence on moist soil seed vegetation in California’s Central Valley through remote sensing,2020-10-01,Central Valley | drought | machine learning | managed wetland | moist soil management | remote sensing | waterfowl food resources,2020
Harness the power of genomic selection and the potential of germplasm in crop breeding for global food security in the era with rapid climate change,2020-10-01,Gene editing | Genomic selection | Germplasm characterization | Machine learning | Speed breeding,2020
Blood pressure management in an ecosystem context,2020-10-01,Blood pressure | Ecosystem | Hypertension,2020
Towards Efficient Machine Learning Methods for Penguin Counting in Unmanned Aerial System Imagery,2020-09-30,Deep Learning | Penguin | Unmanned Aerial System,2020
Improving Soil Moisture Spatio-Temporal Resolution Using Machine Learning Method,2020-09-26,downscaling | FY-3B | GRNN | remote sensing | soil moisture | Tibetan Plateau,2020
NASA NeMO-Net - A Neural Multimodal Observation and Training Network for Marine Ecosystem Mapping at Diverse Spatiotemporal Scales,2020-09-26,coral reefs | fluid lensing | machine learning | Multimodal remote sensing | neural networks,2020
"A Deep Gaussian Process for Forecasting Crop Yield and Time Series Analysis of Precipitation Based in Munshiganj, Bangladesh",2020-09-26,Climate Change | Convolutional Neural Networks | Crop Yield | Deep Gaussian Process | Geographic Information Systems | Google Earth Engine | LSTM | Machine Learning | Precipitation | Remote Sensing,2020
Forecasting Vegetation Health in the MENA Region by Predicting Vegetation Indicators with Machine Learning Models,2020-09-26,EVI | Machine Learning | Middle East and North Africa | MODIS,2020
Multi-Spectral Image Classification with Quantum Neural Network,2020-09-26,land cover classification | multi-spectral imagery | quantum machine learning,2020
Predicting Thermal Adaptation by Looking Into Populations’ Genomic Past,2020-09-25,breeder’s equation | coalescent theory | genome-wide association studies | genome-wide selection scans | genome–environment associations | genomic prediction | machine learning | phylogeography,2020
Sizing up a green carbon sink,2020-09-25,,2020
Digital Crop Health Monitoring by Analyzing Social Media Streams,2020-09-21,Crop Stress Alert | Machine Learning | Natural Language Processing | Precision Farming | Social Media Analytic,2020
"Causal effect of environmental factors, economic indicators and domestic material consumption using frequency domain causality test",2020-09-20,Air pollution | Frequency domain causality test | Material footprint | Particulate matter | Spectral granger-causality test,2020
Self-Validating Deep Learning for Recovering Terrestrial Water Storage From Gravity and Altimetry Measurements,2020-09-16,artificial intelligence | deep learning | downscaling | hydrology modeling | hydrosphere | terrestrial water storage,2020
Improving solar radiation estimation in China based on regional optimal combination of meteorological factors with machine learning methods,2020-09-15,Climatic zones | Input combination | Machine learning | Meteorological factor | Solar radiation,2020
Night and day: The influence and relative importance of urban characteristics on remotely sensed land surface temperature,2020-09-15,Convolutional neural network | Geospatial machine learning | Land surface temperature | LandSat | Spatial random forest | Urban canyon,2020
Estimating rainfall using machine learning strategies based on weather radar data,2020-09-10,long short term memory (LSTM) | machine learning | random forest | recurrent neural network (RNN) | XGBoost,2020
Machine Learning for Smart Farming: A Focus on Desert Agriculture,2020-09-09,Desert Agriculture | Internet of Things (IoT) | Machine Learning | Smart Farming | Sustainable Agriculture,2020
GloFAS-ERA5 operational global river discharge reanalysis 1979-present,2020-09-07,,2020
Assessment of smoke contamination in grapevine berries and taint in wines due to bushfires using a low-cost e-nose and an artificial intelligence approach,2020-09-02,Climate change | Electronic nose | Machine learning | Smoke taint | Wine sensory,2020
Classification of smoke contaminated cabernet sauvignon berries and leaves based on chemical fingerprinting and machine learning algorithms,2020-09-02,Climate change | Near‐infrared spectroscopy | Remote sensing | Smoke taint | Volatile phenols,2020
Geospatiality of climate change perceptions on coastal regions: A systematic bibliometric analysis,2020-09-01,Big data | Climate change | Coastal | Machine learning | Perception,2020
GEO-CWB: Gis-based algorithms for parametrising the responses of catchment dynamic water balance regarding climate and land use changes,2020-09-01,Climate change | Dynamic water balance | GIS | Large catchment | Machine learning,2020
Linking hydraulic modeling with a machine learning approach for extreme flood prediction and response,2020-09-01,DAMBRK | Extreme flooding | Flood prediction | Flood risk estimation | Random forest,2020
Climate change mitigation in cities: A systematic scoping of case studies,2020-09-01,Case studies | Climate mitigation | Demand-side solutions | Machine learning | Policy measures | Systematic review,2020
Identifying correlates of guinea worm (Dracunculus medinensis) infection in domestic dog populations,2020-09-01,,2020
Online estimation of the state of charge of a lithium-ion battery based on the fusion model,2020-09-01,Extended Kalman filtering | Extreme learning machine | Fusion model | Lithium-ion battery | Stage of charge estimation,2020
"Remote sensing-informed zonation for understanding snow, plant and soil moisture dynamics within a mountain ecosystem",2020-09-01,Microtopography | NDVI | Plant productivity | Soil moisture | Spatiotemporal dynamics | Unsupervised machine learning | Water availability | Water-limited ecosystem,2020
Machine learning for conservation planning in a changing climate,2020-09-01,Climate change | Machine learning | Sage-grouse | Species distribution modeling,2020
Prediction of coastal flooding risk under climate change impacts in South Korea using machine learning algorithms,2020-09-01,,2020
Coastal flooding risk assessment using a GIS-based spatial multi-criteria decision analysis approach,2020-09-01,AHP | Coastal flooding | Exposure | Flood hazard | Flood risk | RCP scenarios | SLR | Social vulnerability,2020
Predicting renewable energy investment using machine learning,2020-09-01,Electricity pricing | Energy policy | Machine learning | Neural network | Regression | Renewable energy,2020
Using OpenStreetMap data and machine learning to generate socio-economic indicators,2020-09-01,Climate change adaptation | Indicators | Machine learning | OpenStreetMap | Resilience | Vulnerability,2020
Decreasing snow cover alters functional composition and diversity of Arctic tundra,2020-09-01,Alpine mountain | Microclimate | Remote sensing | Species distribution modeling | Winter ecology,2020
Evaluation of unmanned aerial vehicles and neural networks for integrated mosquito management of Aedes albopictus (diptera: culicidae),2020-09-01,Aedes albopictus | Aerial surveillance | Machine learning | Vector control,2020
Flash flood susceptibility modeling and magnitude index using machine learning and geohydrological models: A modified hybrid approach,2020-09-01,BRT | CART | Flash flood | Geohydrological model | Naive Bayes tree | NUAE,2020
Vegetation biomass change in China in the 20th century: An assessment based on a combination of multi-model simulations and field observations,2020-09-01,,2020
A survey of machine learning models in renewable energy predictions,2020-09-01,Machine learning | Prediction | Renewable energy,2020
Change Detection and Trend Analysis of Future Temperature and Rainfall over West Africa,2020-09-01,Change detection | Climatic zones | CORDEX | Mann–kendall trend analysis | Regional climate models | West africa,2020
Ann-based estimation of low-latitude monthly ocean latent heat flux by ensemble satellite and reanalysis products,2020-09-01,Artificial neutral network | Latent heat flux (LHF) | Machine learning methods | Triangle cornered hat,2020
"Author Correction: Remote sensing northern lake methane ebullition (Nature Climate Change, (2020), 10, 6, (511-517), 10.1038/s41558-020-0762-8)",2020-09-01,,2020
Development of a linear based stochastic model for daily soil temperature prediction: One step forward to sustainable agriculture,2020-09-01,Holt-winters | Preprocessing | Soil | Stochastic | Sustainable development | Water Resource Management,2020
Machine learning for research on climate change adaptation policy integration: an exploratory UK case study,2020-09-01,Artificial intelligence | Climate change adaptation | Machine learning | Mainstreaming | Policy and decision making | Quantitative text analysis,2020
Methane emissions reduce the radiative cooling effect of a subtropical estuarine mangrove wetland by half,2020-09-01,carbon emissions | coastal wetland | eddy covariance | global warming potential | greenhouse gas | mangrove | methane | random forest,2020
Improving Data Quality of Low-cost IoT Sensors in Environmental Monitoring Networks Using Data Fusion and Machine Learning Approach,2020-09-01,Data fusion | Environmental monitoring | Feature selection | Internet of Things (ioT) | Machine learning,2020
Climate warming moderates the impacts of introduced sportfish on multiple dimensions of prey biodiversity,2020-09-01,aquatic invasive species | climate change | fish | functional diversity | macroecology | multiple stressors | phylogenetic diversity | zooplankton,2020
"The relationships between extreme precipitation and rice and maize yields using machine learning in Sichuan Province, China",2020-09-01,Climate scenarios | Extreme precipitation | Machine learning | Random forest | Yield forecasting,2020
Progress in plant phenology modeling under global climate change,2020-09-01,Ecophysiological experiment | Global change | Machine learning | Phenology modeling | Plant phenology,2020
Detecting early warning signals of long-term water supply vulnerability using machine learning,2020-09-01,,2020
Partitioning net carbon dioxide fluxes into photosynthesis and respiration using neural networks,2020-09-01,carbon dioxide fluxes partitioning | ecosystem respiration (RECO) | eddy covariance | gross primary production (GPP) | machine learning | net ecosystem exchange | neural network,2020
"The response of maize, sorghum, and soybean yield to growing-phase climate revealed with machine learning",2020-09-01,,2020
"Climate effects on size-at-age and growth rate of Chinook Salmon (Oncorhynchus tshawytscha) in the Fraser River, Canada",2020-09-01,boosted regression trees | Chinook Salmon | climate change | growth rate | machine learning | Oncorhynchus tshawytscha | size-at-age,2020
Machine learning predicts large scale declines in native plant phylogenetic diversity,2020-09-01,artificial intelligence | biodiversity | climate change | machine learning | phylogenetic diversity | vascular plants,2020
So2Sat LCZ42: A Benchmark Data Set for the Classification of Global Local Climate Zones [Software and Data Sets],2020-09-01,,2020
Prediction of Monthly Precipitation over the Tibetan Plateau based on LSTM Neural Network,2020-08-25,LSTM neural network | Machine learning | Precipitation | Prediction | Qinghai-Tibet Plateau | RNN neural network | Time series,2020
Banana leaf disease detection using K-means clustering and Feature extraction techniques,2020-08-21,Feature Extraction | Leaf disease | segmentation | Support vector machine,2020
The magnitude and drivers of harmful algal blooms in China's lakes and reservoirs: A national-scale characterization,2020-08-15,Chlorophyll a | Eutrophication | General regression neural network | Harmful algal blooms | Risk analysis,2020
Thermal thresholds heighten sensitivity of West Nile virus transmission to changing temperatures in coastal California: Thermal thresholds heighten WNV Trans.,2020-08-12,California | climate vulnerability | temperature | thermal thresholds | vector-borne disease | West Nile virus,2020
Golden carbon of Sargassum forests revealed as an opportunity for climate change mitigation,2020-08-10,Above ground biomass | Carbon stocks | Climate change | Distribution and biomass modelling | Sargassum,2020
Characterizing the impacts of land use on nitrate load and water yield in an agricultural watershed in Atlantic Canada,2020-08-10,Land use | Nitrate load | Random Forest | SWAT | Water yield,2020
Sustainable soil use and management: An interdisciplinary and systematic approach,2020-08-10,Soil health | Soil pollution | Soil science | Sustainable agriculture | Sustainable development goals,2020
"Application of remote sensing and google earth engine for monitoring environmental degradation in the nilgiri biosphere reserve and its ecosystem of Western Ghats, India",2020-08-06,and Random Forest Classifier | Entropy | Environmental Degradation | Google Earth Engine | Nilgiri Biosphere Reserve | Support Vector Machine,2020
First investigation of mediterranean oak tree vitality with high-resolution worldview-3 satellite data: Comparing ten vegetation indices and three machine learning classifiers,2020-08-06,Agroforestry | Dehesa | Machine learning | Oak decline | Satellite remote sensing | Tree vitality | Vegetation index,2020
"Trajectory Outlier Detection: Algorithms, Taxonomies, Evaluation, and Open Challenges",2020-08-01,data mining | industrial informatics applications | machine learning | Trajectory outlier detection,2020
Air temperature forecasting using machine learning techniques: A review,2020-08-01,Air temperature forecasting | Artificial intelligence | Machine learning | Neural networks | Support vector machines,2020
Species ecological envelopes under climate change scenarios: A case study for the main two wood-production forest species in Portugal,2020-08-01,Climate change scenarios | Ecological envelopes | Machine learning | Species distribution | Species productivity,2020
Unmanned aerial system and machine learning techniques help to detect deadwoody components in a tropical dry forest,2020-08-01,Costa rica | Forestmortality | Machine learning | Tropical dry forests | Unmanned aerial systems,2020
Plant science decadal vision 2020–2030: Reimagining the potential of plants for a healthy and sustainable future,2020-08-01,research areas | research methods | research organisms,2020
Landslide susceptibility assessment of wildfire burnt areas through earth-observation techniques and a machine learning-based approach,2020-08-01,Landslide | Machine learning | Naples municipality | Remote sensing | Susceptibility mapping | Wildfire,2020
Carbon stocks and fluxes in kenyan forests and wooded grasslands derived from earth observation and model-data fusion,2020-08-01,Biomass | Carbon | Carbon balance | Deforestation | Machine learning | multispectral | Radar | Random forests | Residence time | Wooded grasslands,2020
Towards circumpolar mapping of arctic settlements and infrastructure based on sentinel-1 and sentinel-2,2020-08-01,Arctic | Infrastructure | Machine learning | Multi-spectral | SAR | Settlements,2020
A new approach for understanding urban microclimate by integrating complementary predictors at different scales in regression and machine learning models,2020-08-01,Air temperature | Landsat 8 | LiDAR | Multiple linear regression | Surface temperature | Urban heat island,2020
"Energy-climate-economy-population nexus: An empirical analysis in Kenya, Senegal, and Eswatini",2020-08-01,Climate change | Energy-growth-population nexus | Environmental Kuznets curve | Eswatini | Heterogeneity | Kaya identity | Kenya | Kernel regularized least squares | Panel data | Senegal,2020
Cloud removal in Sentinel-2 imagery using a deep residual neural network and SAR-optical data fusion,2020-08-01,Cloud removal | Data fusion | Deep learning | Optical imagery | Residual network | SAR-optical,2020
Constructing a meteorological indicator dataset for selected European NUTS 3 regions,2020-08-01,Climate change | Drought | Extreme weather | Heat wave | Meteorological data | Weather data | Weather extremes | Weather volatility,2020
"Artificial intelligence for sustainability: Challenges, opportunities, and a research agenda",2020-08-01,Agenda for practice | AI | Artificial intelligence | Climate change | Environmental governance | Natural environment | Research agenda | Sustainability,2020
Crop yield prediction using aggregated rainfall-based modular artificial neural networks and support vector regression,2020-08-01,Agriculture | Crop modeling | Machine learning | Support vector regression | Yield prediction,2020
Impact of Climate Change on Wintering Ground of Japanese Anchovy (Engraulis japonicus) Using Marine Geospatial Statistics,2020-07-31,abundance distribution models | climate change | habitat characterization | Japanese anchovy | salinity front,2020
"Improving aboveground biomass maps of tropical dry forests by integrating LiDAR, ALOS PALSAR, climate and field data",2020-07-29,Climatic water deficit | Forest biomass | L-band SAR | Random forest | Texture analysis | Yucatan peninsula,2020
"Upward Expansion of Supra-Glacial Debris Cover in the Hunza Valley, Karakoram, During 1990 ∼ 2019",2020-07-23,Google Earth Engine | Hunza Valley | machine learning | Otsu | supra-glacial debris,2020
PM<inf>10</inf> concentration forecast using modified depth-first search and supervised learning neural network,2020-07-20,Backward elimination | Genetic algorithm | Modified depth-first search (DFS) | Multilayer perceptron neural network (MLP) | Particulate matter (PM ) forecast 10,2020
Information System of Agricultural Commodities Mapping Based on Machine Learning,2020-07-15,,2020
Data fusion and artificial neural networks for modelling crop disease severity,2020-07-01,Agronomic modelling | Artificial Neural Networks | Crop disease models | Digital Farming | Hard and Soft Data,2020
Identifying artificially drained pasture soils using machine learning and Earth observation imagery,2020-07-01,artificial drainage | grassland | heavy soils | Landsat,2020
Global chlorophyll- a concentration estimation from moderate resolution imaging spectroradiometer using convolutional neural networks,2020-07-01,chlorophyll-a | convolutional neural network | deep learning | moderate resolution imaging spectroradiometer | ocean color | Ocean Color Climate Change Initiative,2020
An IoT based P2P model for Water Sharing using Machine Learning,2020-07-01,IoT | Machine Learning | peer-to-peer | Water conservation | water scarcity,2020
Expected changes to alpine pastures in extent and composition under future climate conditions,2020-07-01,Alpine pasturelands | Climate change | Grasslands composition | Modeling | Random Forest,2020
Carbon price prediction based on ensemble empirical mode decomposition and extreme learning machine optimized by improved bat algorithm considering energy price factors,2020-07-01,Energy price fluctuation | Ensemble empirical mode decomposition | Extreme learning machine | Improved bat algorithm,2020
Sentinel-2 data for land cover/use mapping: A review,2020-07-01,Classification | ESA | Land cover/use | Remote sensing | Sentinel-2,2020
Susceptibility mapping of soil water erosion using machine learning models,2020-07-01,Climate change | Earth system science | Extreme events | Extreme weather | Feature selection | Gaussian process | Hydrologic model | Machine learning | Naive bayes | Radial basis function kernel | Simulated annealing | Susceptibility | Water erosion | Weighted subspace random forest,2020
Does good ESG lead to better financial performances by firms? Machine learning and logistic regression models of public enterprises in Europe,2020-07-01,ESG | Logistic regression | Machine learning | Public enterprises | Return of assets | Return of equity,2020
Machine learning using digitized herbarium specimens to advance phenological research,2020-07-01,Biodiversity | Climate change | Deep learning | Machine learning | Phenology,2020
Building a landslide hazard indicator with machine learning and land surface models,2020-07-01,Gradient boosting machine | Land data assimilation system | National climate assessment | Oregon | Washington | XGBoost,2020
Using species distribution models to assess the long-term impacts of changing oceanographic conditions on abalone density in south east Australia,2020-07-01,boosted regression trees | climate change | downscaled hydrodynamics | emerging hot-spots | Haliotis rubra | long-term analyses,2020
A multi-city air pollution population exposure study: Combined use of chemical-transport and random-Forest models with dynamic population data,2020-07-01,Dispersion model | Gaseous pollutants | Machine learning | Particulate matter | Population mobility | Urban area,2020
Rule-based machine learning for knowledge discovering in weather data,2020-07-01,Association rule learning | Data mining | Land–atmosphere exchanges | Meteorology | Prediction | Time series,2020
Sequence-based statistical downscaling and its application to hydrologic simulations based on machine learning and big data,2020-07-01,Climate change | Hydrological response | Recurrent neural network | Statistical downscaling | SWAT model,2020
Long-term rainfall prediction using atmospheric synoptic patterns in semi-arid climates with statistical and machine learning methods,2020-07-01,Extremes | Machine learning | Rainfall prediction | Regression | Statistical downscaling,2020
Spatio-temporal variation of reference evapotranspiration in northwest China based on CORDEX-EA,2020-07-01,CORDEX-EA | Machine learning algorithm | Northwest China | Reference evapotranspiration,2020
Quantitative model of irrigation effect on maize yield by deep neural network,2020-07-01,Crop modeling | Deep learning | Neural network | Parallel computing,2020
Mapping Groundwater Potential Through an Ensemble of Big Data Methods,2020-07-01,,2020
Low-sampling rate data-based failure diagnosis by using self-powered system,2020-06-17,,2020
Network effects govern the evolution of maritime trade,2020-06-09,Evolving networks | Machine learning | Maritime trade | Network science | Transport networks,2020
"2020 IEEE Region 10 Symposium, TENSYMP 2020",2020-06-05,,2020
Public–private roles beyond crop yields,2020-06-01,,2020
Prediction of Heat Demand for Building Energy Managers: An IoT and Control Perspective,2020-06-01,energy management | General Additive Models | Internet of Things | short-term load forecasting | smart buildings,2020
"Short-term spatio-temporal drought forecasting using random forests model at New South Wales, Australia",2020-06-01,Drought forecasting | New South Wales | Random Forest | Spatio-temporal | Standard Precipitation Evaporation Index,2020
Hurricane Wind and Storm Surge Effects on Coastal Bridges under a Changing Climate,2020-06-01,,2020
Advances in hydrologic forecasts and water resources management,2020-06-01,Artificial intelligence | Hydrologic forecasting | Machine learning | Multi-objective reservoir operation | Risk | Uncertainty | Water resources management,2020
CHNS Modeling for study and management of human-water interactions at multiple scales,2020-06-01,Agent-based modeling | Artificial intelligence | Coupled human-natural systems | Differential equations | Integrated water resources management | Machine learning | Modeling perspectives | Sociohydrology | System dynamics | Uncertainty,2020
